iteration,route,scenario,month,meets_efficiency,meets_service,meets_carbon,composite_success
2,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
2,Hybrid,1,6,1.0,0.0,1.0,0.0
2,Kazakhstan,1,7,1.0,1.0,1.0,1.0
2,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
2,Hybrid,1,7,1.0,0.0,1.0,0.0
2,Kazakhstan,1,8,1.0,1.0,0.0,0.0
2,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
2,Hybrid,1,8,0.0,1.0,0.0,0.0
2,Kazakhstan,1,9,0.0,1.0,0.0,0.0
2,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
2,Hybrid,1,9,0.0,1.0,0.0,0.0
2,Kazakhstan,1,10,0.0,0.0,0.0,0.0
2,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
2,Hybrid,1,10,0.0,0.0,0.0,0.0
2,Kazakhstan,1,11,0.0,0.0,0.0,0.0
2,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
2,Hybrid,1,11,0.0,0.0,0.0,0.0
2,Kazakhstan,1,12,0.0,0.0,0.0,0.0
2,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
2,Hybrid,1,12,0.0,0.0,0.0,0.0
3,Kazakhstan,1,1,1.0,1.0,1.0,1.0
3,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
3,Hybrid,1,1,1.0,1.0,0.0,0.0
3,Kazakhstan,1,2,1.0,1.0,1.0,1.0
3,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
3,Hybrid,1,2,1.0,1.0,1.0,1.0
3,Kazakhstan,1,3,1.0,1.0,1.0,1.0
3,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
3,Hybrid,1,3,1.0,1.0,1.0,1.0
3,Kazakhstan,1,4,1.0,1.0,1.0,1.0
3,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
3,Hybrid,1,4,1.0,1.0,1.0,1.0
3,Kazakhstan,1,5,1.0,0.0,1.0,0.0
3,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
3,Hybrid,1,5,1.0,1.0,1.0,1.0
3,Kazakhstan,1,6,1.0,1.0,1.0,1.0
3,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
3,Hybrid,1,6,1.0,0.0,1.0,0.0
3,Kazakhstan,1,7,1.0,1.0,1.0,1.0
3,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
3,Hybrid,1,7,1.0,0.0,1.0,0.0
3,Kazakhstan,1,8,1.0,1.0,0.0,0.0
3,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
3,Hybrid,1,8,0.0,1.0,0.0,0.0
3,Kazakhstan,1,9,0.0,1.0,0.0,0.0
3,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
3,Hybrid,1,9,0.0,1.0,0.0,0.0
3,Kazakhstan,1,10,0.0,0.0,0.0,0.0
3,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
3,Hybrid,1,10,0.0,0.0,0.0,0.0
3,Kazakhstan,1,11,0.0,0.0,0.0,0.0
3,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
3,Hybrid,1,11,0.0,0.0,0.0,0.0
3,Kazakhstan,1,12,0.0,0.0,0.0,0.0
3,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
3,Hybrid,1,12,0.0,0.0,0.0,0.0
4,Kazakhstan,1,1,1.0,1.0,1.0,1.0
4,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
4,Hybrid,1,1,1.0,1.0,0.0,0.0
4,Kazakhstan,1,2,1.0,1.0,1.0,1.0
4,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
4,Hybrid,1,2,1.0,1.0,1.0,1.0
4,Kazakhstan,1,3,1.0,1.0,1.0,1.0
4,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
4,Hybrid,1,3,1.0,1.0,1.0,1.0
4,Kazakhstan,1,4,1.0,1.0,1.0,1.0
4,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
4,Hybrid,1,4,1.0,1.0,1.0,1.0
4,Kazakhstan,1,5,1.0,0.0,1.0,0.0
4,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
4,Hybrid,1,5,1.0,1.0,1.0,1.0
4,Kazakhstan,1,6,1.0,1.0,1.0,1.0
4,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
4,Hybrid,1,6,1.0,0.0,1.0,0.0
4,Kazakhstan,1,7,1.0,1.0,1.0,1.0
4,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
4,Hybrid,1,7,1.0,0.0,1.0,0.0
4,Kazakhstan,1,8,1.0,1.0,0.0,0.0
4,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
4,Hybrid,1,8,0.0,1.0,0.0,0.0
4,Kazakhstan,1,9,0.0,1.0,0.0,0.0
4,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
4,Hybrid,1,9,0.0,1.0,0.0,0.0
4,Kazakhstan,1,10,0.0,0.0,0.0,0.0
4,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
4,Hybrid,1,10,0.0,0.0,0.0,0.0
4,Kazakhstan,1,11,0.0,0.0,0.0,0.0
4,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
4,Hybrid,1,11,0.0,0.0,0.0,0.0
4,Kazakhstan,1,12,0.0,0.0,0.0,0.0
4,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
4,Hybrid,1,12,0.0,0.0,0.0,0.0
5,Kazakhstan,1,1,1.0,1.0,1.0,1.0
5,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
5,Hybrid,1,1,1.0,1.0,0.0,0.0
5,Kazakhstan,1,2,1.0,1.0,1.0,1.0
5,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
5,Hybrid,1,2,1.0,1.0,1.0,1.0
5,Kazakhstan,1,3,1.0,1.0,1.0,1.0
5,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
5,Hybrid,1,3,1.0,1.0,1.0,1.0
5,Kazakhstan,1,4,1.0,1.0,1.0,1.0
5,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
5,Hybrid,1,4,1.0,1.0,1.0,1.0
5,Kazakhstan,1,5,1.0,0.0,1.0,0.0
5,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
5,Hybrid,1,5,1.0,1.0,1.0,1.0
5,Kazakhstan,1,6,1.0,1.0,1.0,1.0
5,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
5,Hybrid,1,6,1.0,0.0,1.0,0.0
5,Kazakhstan,1,7,1.0,1.0,1.0,1.0
5,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
5,Hybrid,1,7,1.0,0.0,1.0,0.0
5,Kazakhstan,1,8,1.0,1.0,0.0,0.0
5,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
5,Hybrid,1,8,0.0,1.0,0.0,0.0
5,Kazakhstan,1,9,0.0,1.0,0.0,0.0
5,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
5,Hybrid,1,9,0.0,1.0,0.0,0.0
5,Kazakhstan,1,10,0.0,0.0,0.0,0.0
5,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
5,Hybrid,1,10,0.0,0.0,0.0,0.0
5,Kazakhstan,1,11,0.0,0.0,0.0,0.0
5,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
5,Hybrid,1,11,0.0,0.0,0.0,0.0
5,Kazakhstan,1,12,0.0,0.0,0.0,0.0
5,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
5,Hybrid,1,12,0.0,0.0,0.0,0.0
6,Kazakhstan,1,1,1.0,1.0,1.0,1.0
6,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
6,Hybrid,1,1,1.0,1.0,0.0,0.0
6,Kazakhstan,1,2,1.0,1.0,1.0,1.0
6,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
6,Hybrid,1,2,1.0,1.0,1.0,1.0
6,Kazakhstan,1,3,1.0,1.0,1.0,1.0
6,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
6,Hybrid,1,3,1.0,1.0,1.0,1.0
6,Kazakhstan,1,4,1.0,1.0,1.0,1.0
6,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
6,Hybrid,1,4,1.0,1.0,1.0,1.0
6,Kazakhstan,1,5,1.0,0.0,1.0,0.0
6,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
6,Hybrid,1,5,1.0,1.0,1.0,1.0
6,Kazakhstan,1,6,1.0,1.0,1.0,1.0
6,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
6,Hybrid,1,6,1.0,0.0,1.0,0.0
6,Kazakhstan,1,7,1.0,1.0,1.0,1.0
6,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
6,Hybrid,1,7,1.0,0.0,1.0,0.0
6,Kazakhstan,1,8,1.0,1.0,0.0,0.0
6,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
6,Hybrid,1,8,0.0,1.0,0.0,0.0
6,Kazakhstan,1,9,0.0,1.0,0.0,0.0
6,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
6,Hybrid,1,9,0.0,1.0,0.0,0.0
6,Kazakhstan,1,10,0.0,0.0,0.0,0.0
6,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
6,Hybrid,1,10,0.0,0.0,0.0,0.0
6,Kazakhstan,1,11,0.0,0.0,0.0,0.0
6,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
6,Hybrid,1,11,0.0,0.0,0.0,0.0
6,Kazakhstan,1,12,0.0,0.0,0.0,0.0
6,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
6,Hybrid,1,12,0.0,0.0,0.0,0.0
7,Kazakhstan,1,1,1.0,1.0,1.0,1.0
7,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
7,Hybrid,1,1,1.0,1.0,0.0,0.0
7,Kazakhstan,1,2,1.0,1.0,1.0,1.0
7,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
7,Hybrid,1,2,1.0,1.0,1.0,1.0
7,Kazakhstan,1,3,1.0,1.0,1.0,1.0
7,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
7,Hybrid,1,3,1.0,1.0,1.0,1.0
7,Kazakhstan,1,4,1.0,1.0,1.0,1.0
7,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
7,Hybrid,1,4,1.0,1.0,1.0,1.0
7,Kazakhstan,1,5,1.0,0.0,1.0,0.0
7,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
7,Hybrid,1,5,1.0,1.0,1.0,1.0
7,Kazakhstan,1,6,1.0,1.0,1.0,1.0
7,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
7,Hybrid,1,6,1.0,0.0,1.0,0.0
7,Kazakhstan,1,7,1.0,1.0,1.0,1.0
7,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
7,Hybrid,1,7,1.0,0.0,1.0,0.0
7,Kazakhstan,1,8,1.0,1.0,0.0,0.0
7,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
7,Hybrid,1,8,0.0,1.0,0.0,0.0
7,Kazakhstan,1,9,0.0,1.0,0.0,0.0
7,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
7,Hybrid,1,9,0.0,1.0,0.0,0.0
7,Kazakhstan,1,10,0.0,0.0,0.0,0.0
7,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
7,Hybrid,1,10,0.0,0.0,0.0,0.0
7,Kazakhstan,1,11,0.0,0.0,0.0,0.0
7,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
7,Hybrid,1,11,0.0,0.0,0.0,0.0
7,Kazakhstan,1,12,0.0,0.0,0.0,0.0
7,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
7,Hybrid,1,12,0.0,0.0,0.0,0.0
8,Kazakhstan,1,1,1.0,1.0,1.0,1.0
8,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
8,Hybrid,1,1,1.0,1.0,0.0,0.0
8,Kazakhstan,1,2,1.0,1.0,1.0,1.0
8,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
8,Hybrid,1,2,1.0,1.0,1.0,1.0
8,Kazakhstan,1,3,1.0,1.0,1.0,1.0
8,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
8,Hybrid,1,3,1.0,1.0,1.0,1.0
8,Kazakhstan,1,4,1.0,1.0,1.0,1.0
8,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
8,Hybrid,1,4,1.0,1.0,1.0,1.0
8,Kazakhstan,1,5,1.0,0.0,1.0,0.0
8,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
8,Hybrid,1,5,1.0,1.0,1.0,1.0
8,Kazakhstan,1,6,1.0,1.0,1.0,1.0
8,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
8,Hybrid,1,6,1.0,0.0,1.0,0.0
8,Kazakhstan,1,7,1.0,1.0,1.0,1.0
8,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
8,Hybrid,1,7,1.0,0.0,1.0,0.0
8,Kazakhstan,1,8,1.0,1.0,0.0,0.0
8,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
8,Hybrid,1,8,0.0,1.0,0.0,0.0
8,Kazakhstan,1,9,0.0,1.0,0.0,0.0
8,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
8,Hybrid,1,9,0.0,1.0,0.0,0.0
8,Kazakhstan,1,10,0.0,0.0,0.0,0.0
8,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
8,Hybrid,1,10,0.0,0.0,0.0,0.0
8,Kazakhstan,1,11,0.0,0.0,0.0,0.0
8,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
8,Hybrid,1,11,0.0,0.0,0.0,0.0
8,Kazakhstan,1,12,0.0,0.0,0.0,0.0
8,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
8,Hybrid,1,12,0.0,0.0,0.0,0.0
9,Kazakhstan,1,1,1.0,1.0,1.0,1.0
9,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
9,Hybrid,1,1,1.0,1.0,0.0,0.0
9,Kazakhstan,1,2,1.0,1.0,1.0,1.0
9,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
9,Hybrid,1,2,1.0,1.0,1.0,1.0
9,Kazakhstan,1,3,1.0,1.0,1.0,1.0
9,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
9,Hybrid,1,3,1.0,1.0,1.0,1.0
9,Kazakhstan,1,4,1.0,1.0,1.0,1.0
9,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
9,Hybrid,1,4,1.0,1.0,1.0,1.0
9,Kazakhstan,1,5,1.0,0.0,1.0,0.0
9,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
9,Hybrid,1,5,1.0,1.0,1.0,1.0
9,Kazakhstan,1,6,1.0,1.0,1.0,1.0
9,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
9,Hybrid,1,6,1.0,0.0,1.0,0.0
9,Kazakhstan,1,7,1.0,1.0,1.0,1.0
9,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
9,Hybrid,1,7,1.0,0.0,1.0,0.0
9,Kazakhstan,1,8,1.0,1.0,0.0,0.0
9,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
9,Hybrid,1,8,0.0,1.0,0.0,0.0
9,Kazakhstan,1,9,0.0,1.0,0.0,0.0
9,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
9,Hybrid,1,9,0.0,1.0,0.0,0.0
9,Kazakhstan,1,10,0.0,0.0,0.0,0.0
9,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
9,Hybrid,1,10,0.0,0.0,0.0,0.0
9,Kazakhstan,1,11,0.0,0.0,0.0,0.0
9,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
9,Hybrid,1,11,0.0,0.0,0.0,0.0
9,Kazakhstan,1,12,0.0,0.0,0.0,0.0
9,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
9,Hybrid,1,12,0.0,0.0,0.0,0.0
10,Kazakhstan,1,1,1.0,1.0,1.0,1.0
10,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
10,Hybrid,1,1,1.0,1.0,0.0,0.0
10,Kazakhstan,1,2,1.0,1.0,1.0,1.0
10,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
10,Hybrid,1,2,1.0,1.0,1.0,1.0
10,Kazakhstan,1,3,1.0,1.0,1.0,1.0
10,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
10,Hybrid,1,3,1.0,1.0,1.0,1.0
10,Kazakhstan,1,4,1.0,1.0,1.0,1.0
10,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
10,Hybrid,1,4,1.0,1.0,1.0,1.0
10,Kazakhstan,1,5,1.0,0.0,1.0,0.0
10,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
10,Hybrid,1,5,1.0,1.0,1.0,1.0
10,Kazakhstan,1,6,1.0,1.0,1.0,1.0
10,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
10,Hybrid,1,6,1.0,0.0,1.0,0.0
10,Kazakhstan,1,7,1.0,1.0,1.0,1.0
10,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
10,Hybrid,1,7,1.0,0.0,1.0,0.0
10,Kazakhstan,1,8,1.0,1.0,0.0,0.0
10,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
10,Hybrid,1,8,0.0,1.0,0.0,0.0
10,Kazakhstan,1,9,0.0,1.0,0.0,0.0
10,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
10,Hybrid,1,9,0.0,1.0,0.0,0.0
10,Kazakhstan,1,10,0.0,0.0,0.0,0.0
10,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
10,Hybrid,1,10,0.0,0.0,0.0,0.0
10,Kazakhstan,1,11,0.0,0.0,0.0,0.0
10,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
10,Hybrid,1,11,0.0,0.0,0.0,0.0
10,Kazakhstan,1,12,0.0,0.0,0.0,0.0
10,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
10,Hybrid,1,12,0.0,0.0,0.0,0.0
11,Kazakhstan,1,1,1.0,1.0,1.0,1.0
11,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
11,Hybrid,1,1,1.0,1.0,0.0,0.0
11,Kazakhstan,1,2,1.0,1.0,1.0,1.0
11,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
11,Hybrid,1,2,1.0,1.0,1.0,1.0
11,Kazakhstan,1,3,1.0,1.0,1.0,1.0
11,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
11,Hybrid,1,3,1.0,1.0,1.0,1.0
11,Kazakhstan,1,4,1.0,1.0,1.0,1.0
11,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
11,Hybrid,1,4,1.0,1.0,1.0,1.0
11,Kazakhstan,1,5,1.0,0.0,1.0,0.0
11,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
11,Hybrid,1,5,1.0,1.0,1.0,1.0
11,Kazakhstan,1,6,1.0,1.0,1.0,1.0
11,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
11,Hybrid,1,6,1.0,0.0,1.0,0.0
11,Kazakhstan,1,7,1.0,1.0,1.0,1.0
11,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
11,Hybrid,1,7,1.0,0.0,1.0,0.0
11,Kazakhstan,1,8,1.0,1.0,0.0,0.0
11,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
11,Hybrid,1,8,0.0,1.0,0.0,0.0
11,Kazakhstan,1,9,0.0,1.0,0.0,0.0
11,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
11,Hybrid,1,9,0.0,1.0,0.0,0.0
11,Kazakhstan,1,10,0.0,0.0,0.0,0.0
11,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
11,Hybrid,1,10,0.0,0.0,0.0,0.0
11,Kazakhstan,1,11,0.0,0.0,0.0,0.0
11,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
11,Hybrid,1,11,0.0,0.0,0.0,0.0
11,Kazakhstan,1,12,0.0,0.0,0.0,0.0
11,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
11,Hybrid,1,12,0.0,0.0,0.0,0.0
12,Kazakhstan,1,1,1.0,1.0,1.0,1.0
12,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
12,Hybrid,1,1,1.0,1.0,0.0,0.0
12,Kazakhstan,1,2,1.0,1.0,1.0,1.0
12,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
12,Hybrid,1,2,1.0,1.0,1.0,1.0
12,Kazakhstan,1,3,1.0,1.0,1.0,1.0
12,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
12,Hybrid,1,3,1.0,1.0,1.0,1.0
12,Kazakhstan,1,4,1.0,1.0,1.0,1.0
12,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
12,Hybrid,1,4,1.0,1.0,1.0,1.0
12,Kazakhstan,1,5,1.0,0.0,1.0,0.0
12,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
12,Hybrid,1,5,1.0,1.0,1.0,1.0
12,Kazakhstan,1,6,1.0,1.0,1.0,1.0
12,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
12,Hybrid,1,6,1.0,0.0,1.0,0.0
12,Kazakhstan,1,7,1.0,1.0,1.0,1.0
12,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
12,Hybrid,1,7,1.0,0.0,1.0,0.0
12,Kazakhstan,1,8,1.0,1.0,0.0,0.0
12,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
12,Hybrid,1,8,0.0,1.0,0.0,0.0
12,Kazakhstan,1,9,0.0,1.0,0.0,0.0
12,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
12,Hybrid,1,9,0.0,1.0,0.0,0.0
12,Kazakhstan,1,10,0.0,0.0,0.0,0.0
12,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
12,Hybrid,1,10,0.0,0.0,0.0,0.0
12,Kazakhstan,1,11,0.0,0.0,0.0,0.0
12,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
12,Hybrid,1,11,0.0,0.0,0.0,0.0
12,Kazakhstan,1,12,0.0,0.0,0.0,0.0
12,Kyrgyzstan,1,12,0.0,0.0,0.0,0.0
12,Hybrid,1,12,0.0,0.0,0.0,0.0
13,Kazakhstan,1,1,1.0,1.0,1.0,1.0
13,Kyrgyzstan,1,1,1.0,1.0,1.0,1.0
13,Hybrid,1,1,1.0,1.0,0.0,0.0
13,Kazakhstan,1,2,1.0,1.0,1.0,1.0
13,Kyrgyzstan,1,2,1.0,1.0,1.0,1.0
13,Hybrid,1,2,1.0,1.0,1.0,1.0
13,Kazakhstan,1,3,1.0,1.0,1.0,1.0
13,Kyrgyzstan,1,3,1.0,1.0,1.0,1.0
13,Hybrid,1,3,1.0,1.0,1.0,1.0
13,Kazakhstan,1,4,1.0,1.0,1.0,1.0
13,Kyrgyzstan,1,4,1.0,0.0,1.0,0.0
13,Hybrid,1,4,1.0,1.0,1.0,1.0
13,Kazakhstan,1,5,1.0,0.0,1.0,0.0
13,Kyrgyzstan,1,5,1.0,0.0,1.0,0.0
13,Hybrid,1,5,1.0,1.0,1.0,1.0
13,Kazakhstan,1,6,1.0,1.0,1.0,1.0
13,Kyrgyzstan,1,6,0.0,0.0,1.0,0.0
13,Hybrid,1,6,1.0,0.0,1.0,0.0
13,Kazakhstan,1,7,1.0,1.0,1.0,1.0
13,Kyrgyzstan,1,7,0.0,0.0,0.0,0.0
13,Hybrid,1,7,1.0,0.0,1.0,0.0
13,Kazakhstan,1,8,1.0,1.0,0.0,0.0
13,Kyrgyzstan,1,8,0.0,1.0,0.0,0.0
13,Hybrid,1,8,0.0,1.0,0.0,0.0
13,Kazakhstan,1,9,0.0,1.0,0.0,0.0
13,Kyrgyzstan,1,9,0.0,1.0,0.0,0.0
13,Hybrid,1,9,0.0,1.0,0.0,0.0
13,Kazakhstan,1,10,0.0,0.0,0.0,0.0
13,Kyrgyzstan,1,10,0.0,1.0,0.0,0.0
13,Hybrid,1,10,0.0,0.0,0.0,0.0
13,Kazakhstan,1,11,0.0,0.0,0.0,0.0
13,Kyrgyzstan,1,11,0.0,0.0,0.0,0.0
